"","AMBI","microgAMBI","PI","PI5yAvg","PI10yAvg","Redox","Redox5yAvg","Redox10yAvg","OM","OM5yAvg","OM10yAvg","taxonomy"
"SWARM_2771",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;OM182 clade"
"SWARM_2773",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Chloroflexi Subdivision 10;KD4-96"
"SWARM_2772",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales"
"SWARM_2778",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae"
"SWARM_20974",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae"
"SWARM_13441",27.39,24.27,40.97,31.33,27.4,15.72,17.62,21.04,27.17,20.07,24.69,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria"
"SWARM_11627",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;KI89A clade"
"SWARM_11620",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Acidobacteria clade RB25;Acidobacteria group 22"
"SWARM_11621",0,0,0,11.02,11.82,0,0,0,10.12,13.01,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae"
"SWARM_4343",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceaniovalibus"
"SWARM_4809",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Ca. Aminicenantes (superphylum);Ca. Aminicenantes (OP8)"
"SWARM_4802",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Endozoicomonas"
"SWARM_4346",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_12364",0,31.35,0,0,31.06,0,24.24,38.79,0,33.51,38.08,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae"
"SWARM_5363",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus"
"SWARM_5361",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae"
"SWARM_5368",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Archaea;Archaea (superkingdom);DPANN;Ca. Woesearchaeota;Pacearchaeota"
"SWARM_2302",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_2304",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Sedimenticola order incertae sedis;Sedimenticola family incertae sedis"
"SWARM_2305",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_6533",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;Carboxylicivirga"
"SWARM_6532",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae"
"SWARM_6531",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae"
"SWARM_3336",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae"
"SWARM_3335",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Spirochaetes (superphylum);Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae"
"SWARM_7971",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Epsilonbacteraeota (superphylum);Epsilonbacteraeota;Desulfurellia;Desulfurellales;H16"
"SWARM_7972",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_4406",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Kangiella"
"SWARM_9976",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group"
"SWARM_9971",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Chloroflexi Subdivision 13"
"SWARM_1590",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadetes;Gemmatimonadetes (class);Gemmatimonadales;Gemmatimonadaceae"
"SWARM_1592",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Sphingomonadales"
"SWARM_1593",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;SS1-B-06-26"
"SWARM_1594",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_1595",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Sphingomonadales"
"SWARM_1597",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;IheB3-7"
"SWARM_1598",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria"
"SWARM_1599",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidetes BD2-2"
"SWARM_35613",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Chlamydiae;LD1-PA32"
"SWARM_17318",0,26.21,0,0,0,0,30.81,23.81,0,20.14,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"
"SWARM_1049",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetes;Phycisphaerae;MSBL9"
"SWARM_37626",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Holophagae;Acidobacteria group 23"
"SWARM_23886",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Archaea;Archaea (superkingdom);DPANN;Ca. Woesearchaeota"
"SWARM_17294",0,23.56,0,0,0,0,0,0,0,0,11.28,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulforegula"
"SWARM_17293",0,8.75,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;Clostridiales"
"SWARM_68218",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria"
"SWARM_1146",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae"
"SWARM_1144",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales;Woeseiaceae"
"SWARM_1141",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae"
"SWARM_1140",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermomarinilinea"
"SWARM_1149",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae"
"SWARM_12951",0,14.63,0,36.53,22.7,0,0,0,0,14.63,17.5,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Fibrobacteres;Chitinivibrionia;possible order 07"
"SWARM_12950",0,0,0,17.4,29.97,27.47,22.63,19.04,26.65,20.88,20.58,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales"
"SWARM_98",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium"
"SWARM_90",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Epsilonbacteraeota (superphylum);Epsilonbacteraeota;Campylobacteria;Campylobacterales;Sulfurovaceae;Sulfurovum"
"SWARM_91",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae"
"SWARM_94",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Epsilonbacteraeota (superphylum);Epsilonbacteraeota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter"
"SWARM_95",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae"
"SWARM_96",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Sva1033"
"SWARM_3171",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;KI89A clade"
"SWARM_3172",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Rhodothermaeota;Rhodothermia;Rhodothermales"
"SWARM_3179",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ketogulonicigenium"
"SWARM_19816",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_14000",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Kangiella"
"SWARM_7443",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae"
"SWARM_7444",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Cyanobacteria;Oxyphotobacteria;Pleurocapsales"
"SWARM_7448",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Sva0485"
"SWARM_4931",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_4930",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Ca. Latescibacteria (WS3)"
"SWARM_4937",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae"
"SWARM_2194",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maribacter;Maribacter chungangensis"
"SWARM_2197",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_2196",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Neptunomonas;Neptunomonas qingdaonensis"
"SWARM_2199",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales"
"SWARM_2198",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"
"SWARM_1262",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Caldithrix phylum incertae sedis;Caldithrix class incertae sedis;Caldithrix order incertae sedis;Caldithrix family incertae sedis"
"SWARM_1263",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae"
"SWARM_1261",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_1266",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae"
"SWARM_1269",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae"
"SWARM_5432",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter"
"SWARM_4164",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidetes BD2-2"
"SWARM_4160",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"
"SWARM_4161",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;MSBL7"
"SWARM_4169",70.94,58.61,0,19.34,14.09,22.2,65.17,55.85,15.38,20.28,22.12,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;NB1-j"
"SWARM_4192",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae"
"SWARM_9082",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Blastocatellia (Acidobacteria group 4);Blastocatellales;Blastocatellaceae"
"SWARM_6214",0,26.52,0,52.77,30.86,0,20.14,37.75,15.54,22.02,22.58,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacterium"
"SWARM_6212",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales;VHS-B4-70"
"SWARM_6213",0,0,37.55,37.44,36.08,29.56,30.13,41.98,38.22,50.41,50.48,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade"
"SWARM_6211",0,0,0,33.15,31.38,0,31.32,28.48,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia"
"SWARM_5548",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Archaea;Archaea (superkingdom);TACK;Ca. Bathyarchaeota"
"SWARM_5546",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Cyanobacteria;Oxyphotobacteria"
"SWARM_5543",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales;PS-B29"
"SWARM_5542",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Spirochaetes (superphylum);Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta"
"SWARM_2019",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales;Woeseiaceae"
"SWARM_2014",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus"
"SWARM_2016",0,56.33,0,15.44,0,0,15.94,0,13.46,18.2,17.47,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae"
"SWARM_2010",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Subgroup 6"
"SWARM_2011",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;MSBL7"
"SWARM_2012",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_2013",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae"
"SWARM_3493",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;NB1-j"
"SWARM_4535",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rickettsiales;TK34"
"SWARM_4534",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae;Portibacter"
"SWARM_4536",52.89,58.69,46.89,23.94,27.76,33.21,73.7,67.8,28.11,30.13,42.34,"Main genome;Bacteria;Bacteria (superkingdom);Epsilonbacteraeota (superphylum);Epsilonbacteraeota;Desulfurellia;Desulfurellales;H16"
"SWARM_4531",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria"
"SWARM_4532",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae"
"SWARM_324",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Epsilonbacteraeota (superphylum);Epsilonbacteraeota;Campylobacteria;Campylobacterales;Sulfurovaceae;Sulfurovum"
"SWARM_327",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae"
"SWARM_5668",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia"
"SWARM_5669",0,36.93,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS9 marine group"
"SWARM_9801",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidales"
"SWARM_15099",0,0,0,0,0,10.14,0,8.64,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae"
"SWARM_24592",0,13.29,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae"
"SWARM_17002",0,14.2,0,12.52,14.89,27.05,17.56,12.73,20,33.33,27.19,"Main genome;Bacteria;Bacteria (superkingdom);CPR;Ca. Saccharibacteria (TM7)"
"SWARM_23180",17.54,20.44,38.25,26.37,28.85,15.26,19.89,20.38,30.78,28.46,30.89,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Cyanobacteria;Oxyphotobacteria"
"SWARM_23182",44.07,45.75,44.64,84.89,48.59,28.19,42.81,49.47,47.51,65.03,66.93,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula"
"SWARM_1542",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_1541",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium"
"SWARM_1540",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;Porticoccus"
"SWARM_1546",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Sedimenticola order incertae sedis;Sedimenticola family incertae sedis;Sedimenticola"
"SWARM_1544",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;Clostridiales;Family XIII;[Eubacterium] brachy group"
"SWARM_1548",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidetes vadinHA17"
"SWARM_14695",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Fibrobacteres;Chitinivibrionia"
"SWARM_14692",0,0,19.67,17.14,18.75,0,18.1,55.38,37.11,28.57,37.5,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Bradymonadales"
"SWARM_8726",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Rhodothermaeota;Rhodothermia;Rhodothermales"
"SWARM_8728",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Acidobacteria group 21"
"SWARM_8729",52.39,46.11,39.38,39.22,49.26,37.68,41.66,50.48,41.78,53.72,43.24,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae"
"SWARM_9454",0,32.03,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae"
"SWARM_9456",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae"
"SWARM_1038",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Actinobacteria (class);PeM15"
